user_id,reranked_rec
1209,"[891520, 938319, 1107839, 861445, 953677, 1132204, 1064945, 1051283, 1029743, 1135476, 921744, 957951, 953539, 1093571, 1009770, 986912, 885592, 837908, 201704, 860037, 117847, 34873, 43871, 1050618, 6391173, 51716, 847853, 279994, 5567702, 202291]"
1210,"[862349, 1070820, 1082185, 978313, 5587837, 5588666, 5586955, 857503, 5584620, 5587133, 5585639, 5585966, 5587502, 944486, 5578643, 9575582, 883963, 1091520, 1003178, 5582789, 5583547, 963502, 5591538, 1118033, 962568, 963971, 1051516, 5586942, 5585635, 962671]"
1211,"[879504, 6534166, 993466, 1037631, 860776, 6533880, 1047769, 9396705, 12301073, 6034577, 918598, 1104856, 6534201, 977927, 981760, 999858, 972143, 1070820, 1121720, 9333734, 1000753, 921277, 5567486, 7139529, 5585510, 965292, 842769, 998444, 1059930, 945662]"
1216,"[1065593, 999625, 1082185, 5569471, 862349, 995242, 10344585, 883404, 1040807, 5569230, 981760, 878996, 819978, 1077359, 940947, 951590, 908531, 861272, 1022003, 946995, 972665, 991844, 1005186, 908213, 1101010, 850058, 921504, 855310, 947068, 964594]"
1217,"[1075368, 1029743, 1106301, 962229, 6534178, 1013321, 1050851, 929668, 1082185, 1022003, 916122, 1135995, 5580793, 1108168, 1068719, 1124695, 1065331, 1004906, 1126895, 822346, 944139, 896974, 868401, 951190, 840361, 862139, 995242, 9527494, 892008, 904360]"
1218,"[1070820, 1026118, 1082185, 1027168, 6534166, 860776, 849843, 998119, 857736, 6034857, 995785, 908846, 961554, 916122, 895070, 893739, 892531, 967476, 954642, 1098066, 862349, 908489, 1065979, 899446, 834484, 888431, 970030, 968774, 1127831, 9526410]"
1219,"[1033234, 850841, 903567, 13987135, 1039156, 1098066, 921744, 9420336, 10457110, 839147, 851057, 1055863, 934369, 1084827, 1005184, 933067, 6772684, 992985, 894236, 1128016, 1105917, 1132770, 874736, 1088835, 1047987, 909894, 907128, 942894, 961873, 826249]"
1221,"[889649, 1082185, 923746, 1029743, 1055504, 1098066, 989101, 1034176, 896085, 882305, 915493, 5585510, 1028816, 1096343, 1022254, 930118, 876695, 1117514, 995242, 854520, 896369, 1096290, 823862, 838010, 954006, 999104, 822348, 1005902, 948119, 855672]"
1222,"[951590, 1106523, 1091090, 1133018, 1037840, 5569230, 849505, 981760, 5570383, 933835, 1082185, 920724, 5569845, 944139, 1055863, 941741, 822407, 895930, 971165, 1004950, 916122, 857849, 1005186, 844179, 914190, 855356, 1096643, 1052512, 1098066, 1012873]"
1223,"[5569230, 883404, 1106523, 8090521, 1021324, 1053690, 1005609, 992826, 871756, 892008, 1001148, 822407, 8205418, 969419, 1123792, 999198, 9575181, 1042544, 5568729, 1137346, 872702, 825365, 1106091, 985893, 977545, 1107289, 1130777, 1002459, 1081758, 904360]"
1224,"[1068719, 935284, 1065593, 1106301, 999779, 862349, 1025611, 995242, 1043590, 866211, 899624, 911622, 1109778, 854852, 1082185, 953561, 859075, 845208, 1096343, 1004906, 951526, 1138443, 871252, 1053763, 865216, 5592931, 1024858, 939636, 9527494, 904360]"
1225,"[1106523, 1082185, 883404, 1081177, 1065593, 1092026, 1013321, 1137387, 976998, 843339, 1119879, 1096317, 1048507, 954495, 1111072, 863762, 917277, 1069531, 1036347, 1038217, 837270, 1022053, 904360, 898601, 1120741, 1075283, 1064945, 1036139, 7462444, 1040848]"
1226,"[1082185, 1070820, 1070015, 915349, 935796, 881047, 908846, 961133, 840361, 859075, 862349, 1071939, 1117039, 7441102, 883404, 1133018, 919089, 7409971, 833025, 1081177, 951590, 1106523, 1004906, 963971, 961554, 890695, 826249, 854852, 953652, 847270]"
1227,"[951761, 840361, 5747420, 1051878, 847270, 5747233, 201704, 970619, 929668, 1058997, 5568378, 1039156, 929018, 5567325, 10121965, 973916, 862070, 823721, 1098248, 1136524, 1133523, 9553193, 43871, 12330274, 835616, 1110057, 861615, 1130763, 1101174, 841220]"
1228,"[5569471, 6534178, 1133018, 983795, 1106523, 1082185, 1005186, 883404, 1022254, 995785, 951221, 866227, 8090536, 994928, 1013321, 13210128, 1065538, 1042438, 981760, 1115800, 1068719, 862422, 8203710, 903609, 901470, 909894, 1063207, 1060269, 12487331, 904360]"
1229,"[979707, 965842, 1070820, 903325, 6534178, 870515, 916122, 951412, 1033220, 1037332, 862799, 7467081, 860776, 1116821, 908846, 921288, 845208, 1092303, 1041259, 1127831, 847270, 848071, 869195, 1026118, 854852, 1000237, 1033142, 855672, 5995281, 865178]"
1231,"[1055646, 995242, 1029743, 1082185, 962568, 1110142, 1062340, 995785, 851508, 860776, 847789, 998843, 849843, 961991, 8359154, 1088448, 1021715, 1092149, 1105506, 1024306, 1062966, 840361, 919012, 5585639, 5588942, 6773016, 5583944, 5585727, 5584808, 904360]"
1234,"[965719, 1042702, 916990, 1127716, 854496, 862349, 995242, 908089, 6464170, 1082185, 1102003, 933354, 12810393, 823721, 821741, 847066, 5568378, 1062966, 1097422, 866211, 1136719, 1021935, 1126895, 935008, 1062128, 9835509, 999858, 971922, 1082159, 12301051]"
1236,"[962229, 965766, 1037840, 999971, 8019716, 969568, 1092026, 1070015, 981760, 1001148, 8090521, 834833, 999779, 1107289, 1056509, 866227, 1133018, 947292, 826249, 1106523, 1026346, 902172, 9527160, 1019832, 856772, 928049, 12324954, 933835, 9526411, 904360]"
1238,"[1082185, 962229, 995242, 929668, 890610, 5584645, 1029743, 908531, 879922, 913623, 5567601, 868075, 833025, 6773204, 905436, 5569230, 1101010, 819927, 916122, 1098066, 987148, 995876, 834826, 5582789, 1045437, 829323, 1098435, 819765, 970747, 904360]"
1240,"[1044259, 1070820, 860776, 1082185, 6533889, 6034857, 865718, 1081177, 824005, 870515, 1116821, 6534178, 10457044, 970202, 908318, 1028816, 981760, 1009128, 971507, 1046816, 1036347, 856345, 951412, 903325, 908846, 1080853, 880427, 944137, 944836, 1054483]"
1241,"[1092026, 995242, 969568, 1029743, 1075368, 1065593, 1037840, 981760, 862070, 846550, 885586, 1053690, 1096036, 849202, 965889, 879948, 821741, 883404, 9396770, 7441391, 1089108, 1138858, 1078741, 1096458, 9368294, 844441, 1088835, 1102456, 963238, 999198]"
1242,"[883404, 844179, 1023958, 1070820, 862349, 1082185, 896369, 1038217, 840361, 1036249, 1019247, 1054123, 1112238, 8019233, 983050, 985999, 959316, 1036501, 1024319, 865178, 820011, 853221, 1004906, 826249, 1076056, 963206, 1020156, 977497, 1049998, 981521]"
1245,"[834484, 989354, 860776, 981760, 920308, 951590, 923746, 848071, 985119, 6534178, 1133018, 992529, 908846, 969866, 849098, 866931, 916381, 8205731, 896974, 863447, 834117, 1010582, 1019832, 869500, 819308, 1042616, 936117, 987838, 950206, 914753]"
1246,"[1126899, 6534178, 1064380, 909750, 1082185, 1097635, 1137507, 1040807, 962229, 908531, 862822, 866211, 1006184, 1123086, 857390, 859075, 877662, 860703, 927011, 985866, 862070, 923767, 957736, 824305, 821083, 825994, 997200, 911545, 992300, 1114050]"
1247,"[1082185, 1126899, 981760, 1029743, 961554, 878996, 1009449, 874149, 921504, 995242, 1058997, 903325, 1040807, 951590, 933835, 847270, 1117690, 826249, 901062, 819927, 977344, 889551, 904422, 1055737, 1117514, 971836, 1127831, 1116741, 1099945, 904360]"
1248,"[1106523, 951590, 925862, 888054, 865511, 1082185, 903123, 914753, 1045080, 916122, 948665, 6534178, 998363, 1127817, 1022981, 1071544, 9881593, 915459, 1007414, 13158064, 5568661, 1095040, 1110883, 1136043, 897341, 1067378, 964977, 829727, 875392, 1096791]"
1249,"[1106523, 7025106, 1030819, 925862, 12811532, 995785, 7409670, 834103, 916122, 1133018, 987480, 1065593, 953476, 892920, 913894, 9420312, 12810393, 997309, 1102067, 823990, 1124729, 1011215, 914753, 900208, 7409664, 1130179, 920112, 910291, 898068, 955687]"
1252,"[847982, 1120258, 1047619, 923746, 1052912, 1102959, 867607, 916122, 862349, 860362, 1137540, 1039156, 1006184, 829645, 938217, 970119, 903325, 1004906, 1104483, 1000753, 1001745, 1008845, 1082185, 872060, 854852, 1119946, 958137, 948119, 965292, 7168055]"
1255,"[1133018, 1072523, 1082185, 1077555, 908531, 1062782, 1005609, 1098066, 908504, 896369, 1056509, 936594, 1106523, 907014, 1061220, 916122, 979792, 999226, 1108168, 958826, 1066289, 947798, 13417590, 1010164, 909894, 952317, 12810393, 1023466, 882830, 974108]"
1256,"[979707, 1022254, 1000542, 857176, 9837092, 828278, 1137688, 986912, 1122112, 1122115, 936355, 1058939, 6534178, 943393, 1002178, 830526, 1091365, 1024489, 1102067, 938138, 843306, 962266, 1132771, 870515, 1073775, 1116821, 1033142, 1076247, 991223, 1026118]"
1257,"[880253, 1126899, 1082185, 930603, 6534178, 9707137, 7410290, 999090, 847207, 1027216, 1022254, 866211, 874149, 7410215, 5563930, 1055504, 1070538, 878996, 994928, 1127831, 1137688, 12946027, 991223, 7167945, 1119405, 995478, 1026118, 903325, 854852, 1023720]"
1258,"[5569471, 950098, 6534178, 883932, 1051211, 852600, 1039156, 1082185, 914190, 999563, 821787, 1133018, 5570513, 1058997, 5995281, 878996, 854852, 966684, 9831882, 919423, 1075074, 901776, 842769, 942045, 13008459, 7409824, 947146, 1094767, 971922, 904360]"
1259,"[1082185, 6533608, 916993, 985911, 1058997, 883404, 1113588, 8177622, 1083493, 926903, 995785, 1039348, 970119, 826249, 1121636, 839818, 1102067, 960732, 1055658, 1126870, 1004270, 5566235, 1080884, 1044078, 8273833, 1093030, 10180324, 1088835, 1023720, 904360]"
1260,"[1082185, 1058997, 1043973, 1051516, 931671, 949257, 840361, 901888, 979452, 925425, 9859128, 999104, 10355866, 869177, 838733, 940071, 9487325, 971807, 901666, 922127, 1102949, 891141, 1098248, 1042697, 910505, 6552253, 849250, 1033214, 881249, 879528]"
1261,"[1082185, 1100410, 1126310, 9526730, 6534178, 866211, 1034837, 6534330, 976998, 863337, 1110042, 911915, 1012523, 1109805, 1050543, 840227, 932562, 966891, 824642, 986912, 913490, 1075007, 7406474, 995722, 1056212, 1026712, 861445, 5593033, 1119374, 1127555]"
1263,"[1016800, 1070015, 981760, 835578, 1065593, 5564906, 1011298, 7126663, 1098066, 1012315, 10121965, 10150101, 877175, 1085604, 850102, 1029743, 6919165, 826249, 874972, 12810393, 6904925, 995242, 10198378, 9575582, 927238, 1007687, 12262778, 1002261, 861445, 1025924]"
1264,"[1029743, 1011300, 6423786, 995242, 1031864, 1013321, 1107553, 820612, 6534178, 1012587, 10457128, 1038217, 952972, 1087618, 833151, 5590613, 1136341, 887474, 1083787, 5981074, 826249, 5592610, 1098066, 1123842, 877193, 874736, 1039126, 838487, 837107, 1029624]"
1265,"[1082185, 879504, 995242, 1133018, 1042544, 1022003, 935968, 1046968, 1054402, 936634, 1060872, 908531, 5568378, 1132770, 969687, 1067606, 1098066, 918733, 1028885, 981760, 865705, 1029743, 1121624, 1043751, 1070716, 971922, 878637, 825006, 924531, 892008]"
1266,"[1083328, 1133018, 831536, 7167249, 912681, 1082185, 833577, 1124729, 995785, 1080414, 981288, 6919239, 839147, 873178, 970030, 935317, 1071377, 866211, 1118393, 866878, 6602697, 1022872, 1055646, 1085604, 1025535, 857006, 1022254, 1039156, 9526410, 904360]"
1267,"[1082185, 862349, 861272, 1005186, 13842090, 968774, 849315, 1119051, 1068562, 916122, 970119, 1117336, 979239, 851952, 1036699, 1080821, 1003159, 905582, 895070, 897306, 933835, 828857, 1107089, 12384177, 9189814, 1003649, 929668, 957063, 12456375, 7431989]"
1269,"[1057260, 970792, 834484, 981760, 899624, 1082185, 1106523, 908318, 862349, 997309, 898847, 844179, 940947, 1031316, 960528, 1040807, 6533368, 845208, 827919, 9527494, 1081177, 993466, 8090532, 843656, 1042702, 1100972, 823704, 1072685, 970202, 9527290]"
1270,"[835243, 1106523, 1026118, 1082185, 1037863, 1133018, 1017059, 908846, 848071, 6464144, 1028816, 893651, 1025650, 1137688, 13002975, 5573375, 5569845, 887219, 910032, 995785, 979792, 1004906, 1070272, 1065593, 12262492, 970030, 5569230, 997096, 1007269, 896613]"
1271,"[1082185, 864279, 1029743, 1038217, 878996, 6533936, 935126, 951590, 835098, 978343, 981760, 896369, 1120362, 884686, 947412, 899459, 961554, 840361, 1105488, 985911, 866211, 1068719, 1100265, 835530, 892144, 1044895, 1070702, 1138485, 976300, 5578547]"
1272,"[868764, 6602697, 905436, 1070845, 962568, 821083, 974766, 865330, 837969, 916122, 1039156, 1005186, 893651, 1082185, 1045150, 6514085, 10150078, 8090440, 5580166, 854852, 908846, 870614, 948665, 6919515, 9420325, 999198, 1051093, 1007195, 8203834, 904360]"
1274,"[1070820, 879504, 951590, 1082185, 5568378, 1027039, 8090537, 5569792, 937405, 1049832, 1091342, 882496, 995242, 963835, 923149, 8090521, 6534030, 930917, 1115874, 5568072, 6534330, 1138596, 5567874, 1033845, 1117393, 1055863, 973783, 1002771, 877175, 995211]"
1277,"[1106523, 8090521, 1133018, 1006483, 1090884, 1092026, 1033814, 921554, 1085604, 882441, 930917, 8090542, 921614, 986912, 1081177, 13115493, 1116635, 967762, 5995692, 1136257, 828557, 869903, 1009631, 870547, 1089766, 1137346, 935317, 1098066, 885750, 904360]"
1278,"[1106523, 916122, 1082185, 962229, 1003188, 1108094, 944534, 852856, 1086061, 6554400, 981760, 1098066, 1056492, 877210, 845622, 908846, 1005184, 1029743, 1006184, 1041259, 826249, 930118, 873178, 1034405, 9245106, 7144132, 998119, 896613, 914577, 7442056]"
1279,"[898980, 951590, 1082185, 965766, 994928, 999730, 969866, 1086038, 1092446, 1077267, 1106523, 907014, 840361, 971325, 7155863, 1134006, 912681, 1103629, 846823, 1038745, 961313, 854852, 1106116, 865216, 1139702, 971504, 988572, 12517450, 1044078, 904360]"
1280,"[1119374, 846907, 862651, 833556, 949377, 871433, 1031864, 5668996, 1017127, 979239, 951746, 15596025, 1109408, 10254584, 1123536, 890610, 985893, 950824, 15595945, 201704, 34873, 873527, 43871, 420647, 117847, 397896, 51716, 279994, 480014, 202291]"
1281,"[860776, 6534178, 907014, 965842, 844165, 1007195, 1098066, 970202, 850601, 1029624, 1033615, 1051069, 957013, 5592261, 933835, 953476, 1098310, 1043301, 1007549, 1048563, 908318, 7440663, 854405, 9527160, 833723, 902396, 1033142, 844054, 1107973, 1128016]"
1282,"[1135995, 1088835, 951590, 981760, 995785, 1133018, 1043590, 823758, 1025611, 1070015, 1044078, 1106523, 1111839, 845208, 1138332, 1096317, 1127758, 905868, 1134379, 911812, 5585510, 995876, 850652, 1062966, 1047968, 1110843, 981944, 884897, 1108131, 904360]"
1283,"[995785, 1110793, 1031697, 948420, 849843, 1071939, 10344586, 989101, 987724, 830795, 995876, 950824, 1096817, 900072, 833723, 833754, 1112761, 870515, 962522, 854520, 995242, 860776, 5592993, 957013, 1005186, 1076176, 997200, 1123434, 934131, 929286]"
1284,"[1123792, 1096036, 951590, 920308, 8205218, 999971, 1004906, 13115903, 840361, 15926886, 1050851, 999779, 1106301, 1133018, 918638, 991268, 877175, 1098284, 1065593, 1053690, 882441, 1055863, 1032156, 15926844, 9527290, 994928, 903230, 956486, 1115335, 9526410]"
1285,"[5569230, 947201, 899580, 13008321, 1102003, 1082185, 1106523, 1035676, 907281, 829459, 908531, 938141, 1128240, 916122, 1101173, 1004585, 9526730, 902192, 925364, 831390, 1109408, 1026712, 9527223, 1089568, 1039156, 964327, 1119374, 1042544, 826249, 985999]"
1287,"[1082185, 862349, 1133018, 854852, 965766, 951590, 1042438, 865196, 1005186, 861272, 1081177, 9526563, 1130375, 943169, 883932, 1122115, 1024731, 7467039, 826249, 885290, 1055646, 921504, 1015781, 866227, 974108, 927851, 915651, 879528, 981591, 889618]"
1288,"[923746, 862349, 1082185, 1096036, 951590, 903233, 1136257, 1062002, 1090587, 1001412, 909396, 1031833, 1098066, 879506, 1081177, 896085, 826249, 839419, 6039859, 870547, 985999, 916122, 10311749, 990984, 5585510, 882830, 1011303, 831888, 1117191, 1062782]"
1289,"[1110572, 5569230, 1085604, 1029743, 1124729, 866227, 885750, 892008, 982493, 9677454, 1037894, 1138189, 1055155, 991951, 864143, 5568860, 1135868, 12781869, 999581, 12781498, 999631, 13986853, 9881592, 936508, 987480, 13511722, 1064213, 1094908, 834103, 1105426]"
1290,"[1013321, 1005186, 929309, 1133018, 860776, 981760, 987562, 825749, 6464086, 972037, 979707, 995785, 1135258, 939636, 994928, 13512060, 1007549, 989075, 969866, 1082185, 1007195, 904360, 1126895, 914513, 866950, 1025535, 6553737, 854852, 1050131, 904023]"
1291,"[962229, 1082185, 1106523, 837270, 981760, 969687, 826249, 988693, 1068258, 5591154, 1054814, 1126808, 6464208, 1024731, 827047, 973181, 822785, 854852, 9526672, 1018631, 824915, 1135219, 851188, 885697, 5584645, 5585636, 1098066, 1087362, 1026638, 862145]"
1293,"[1088835, 1001148, 959409, 979707, 999971, 969419, 1004906, 988572, 1111839, 882441, 1044078, 903230, 907014, 844179, 1132770, 1126922, 986947, 1033142, 852998, 944534, 974108, 1043590, 1038217, 1097815, 5592931, 1040669, 826249, 1133312, 981946, 851057]"
1294,"[976199, 1126899, 962568, 1058997, 1082185, 1092730, 961554, 840361, 995785, 849843, 1028816, 1029743, 878996, 1081177, 916122, 999965, 987562, 1124674, 908346, 1116821, 832001, 884694, 1024306, 909800, 1083721, 6513713, 871680, 1067749, 941754, 833458]"
1295,"[1029743, 995242, 1084331, 1072523, 952317, 896974, 8090509, 1082185, 951590, 1038663, 821730, 982790, 8090521, 1065593, 1096791, 931255, 914484, 978913, 1083740, 833465, 1040199, 1077588, 873151, 922490, 916122, 5569303, 9526410, 947798, 9297017, 9297154]"
1296,"[995242, 1005186, 935578, 951590, 1124729, 878996, 7441391, 1070076, 5591538, 1029743, 831587, 933060, 8090537, 1031255, 7467039, 914754, 981760, 13115579, 8160319, 901062, 9526628, 949616, 826249, 832678, 1082185, 987480, 845193, 838738, 1128665, 1024306]"
1297,"[1082185, 870515, 1026118, 995785, 1041259, 1037863, 854852, 825494, 944137, 1003600, 860776, 6534178, 1117514, 987838, 867138, 1127831, 1007269, 1092303, 901452, 1037451, 1058997, 5565151, 1076587, 861272, 1112238, 12946027, 882247, 963868, 1043301, 970202]"
1298,"[955043, 883404, 999971, 995242, 1096036, 921744, 859010, 840361, 1029743, 1004906, 873203, 923746, 826249, 931255, 1068855, 944466, 15717057, 908489, 1040416, 1127831, 9832628, 990440, 12695224, 1094955, 942792, 1053628, 1033142, 1036159, 1078346, 930344]"
1299,"[6534178, 840361, 902167, 8090521, 913210, 1082185, 897125, 1016129, 857849, 843929, 1029743, 834117, 1082141, 994928, 1083840, 1043663, 1058997, 904360, 1006555, 961554, 947798, 896085, 1110142, 912553, 8020205, 9526410, 989101, 1098066, 878637, 9527290]"
1300,"[962568, 1106523, 1133018, 1082185, 1090017, 833025, 6534178, 995785, 10121965, 1051093, 923746, 1055504, 1070820, 914190, 1118627, 819927, 868423, 862349, 890612, 895070, 853448, 1026118, 12988031, 1029743, 6944571, 9245108, 916381, 905868, 1128240, 912553]"
1303,"[6534178, 976199, 1029743, 1091365, 1040346, 1077359, 959272, 1005172, 951590, 972312, 8090521, 944466, 881055, 866211, 905582, 957736, 8090539, 1096280, 840361, 1112238, 1131892, 1067749, 1118946, 1039156, 945273, 843346, 1093571, 1002739, 951746, 13417590]"
1304,"[923746, 994928, 1106523, 1029743, 1118623, 977166, 1122085, 840361, 1077143, 873627, 871611, 935796, 1056762, 1129822, 1055863, 988693, 929751, 1092878, 1126808, 1138772, 823704, 951590, 1026118, 1129609, 1023958, 12782127, 996750, 1019078, 936742, 904360]"
1305,"[1106523, 944139, 1051323, 6534178, 840361, 1060269, 1037894, 1069538, 908531, 5569230, 983584, 1092026, 1053690, 1110572, 1133018, 907631, 883404, 995242, 849843, 904129, 826249, 1029743, 879755, 1124729, 1085604, 1097239, 1055863, 879948, 1022872, 1112242]"
1306,"[1070015, 951590, 1096036, 1029743, 896761, 12301839, 985427, 1005186, 859075, 1134522, 864805, 995242, 871756, 952317, 910333, 844179, 1068719, 821970, 861701, 940332, 897125, 866140, 1098066, 1027068, 900491, 9884698, 1067779, 1096317, 1085333, 1039627]"
1307,"[906262, 1082185, 1119405, 986912, 1005186, 6534178, 866227, 9802914, 991874, 5586658, 5585966, 1127831, 6514279, 968215, 5578547, 1110572, 1057102, 926422, 1088634, 1092948, 1009046, 13654702, 910291, 957928, 861445, 1080853, 824303, 1007136, 1058997, 1119399]"
1310,"[833025, 1071939, 1120741, 1133827, 1082990, 916122, 927191, 840361, 1133018, 834484, 963502, 821562, 898212, 977497, 1089021, 863506, 1081177, 921744, 1051810, 1005186, 1042438, 8276172, 1046584, 8293447, 839849, 1037451, 1100297, 13877192, 1031833, 1059360]"
1312,"[883404, 1082185, 995242, 6534178, 983584, 1029743, 840361, 1077359, 1045586, 1051093, 895070, 880253, 911974, 878996, 926905, 1098066, 826249, 7441210, 1121360, 930917, 5568378, 908489, 5568995, 916122, 865174, 1137346, 865705, 854852, 1127831, 892008]"
1313,"[995785, 1106390, 883404, 983936, 822407, 908531, 1082185, 981760, 995242, 929309, 8019716, 1099945, 1129671, 1029743, 909894, 12810393, 929751, 982790, 910032, 1058779, 885447, 1096036, 830245, 905582, 1130763, 907128, 7167853, 918335, 1017838, 892997]"
1314,"[1029743, 6534178, 1082185, 1102416, 976199, 894447, 1050741, 1070015, 963365, 923746, 920109, 1074524, 1013389, 1029252, 1003188, 868764, 1015280, 916122, 878996, 972235, 6772690, 917033, 9575181, 951164, 10456164, 1036930, 13115667, 1039156, 1038684, 1054088]"
1316,"[1082185, 1029743, 982790, 962229, 821565, 5568378, 871337, 1022003, 1138631, 1137680, 948086, 925626, 910032, 860501, 879152, 1138487, 1034955, 871756, 1137010, 1098066, 1000050, 5592931, 926763, 889509, 837644, 990335, 893400, 1127831, 9527494, 854852]"
1317,"[1029743, 5568489, 1138292, 1120741, 5568378, 891505, 995242, 1108168, 923746, 882441, 1005186, 883404, 5569230, 849129, 1016298, 933835, 840361, 7442008, 1110042, 826249, 994928, 974108, 1007269, 1053690, 893018, 1037894, 969836, 909396, 7025203, 885586]"
1318,"[904241, 925862, 941368, 6602440, 986021, 854852, 847270, 1028816, 951412, 1043506, 821083, 1082185, 1077490, 1046816, 1100972, 849466, 1005186, 947427, 908846, 921763, 843842, 834484, 1024731, 1081189, 1022254, 1074516, 983278, 1003600, 1041259, 904360]"
1319,"[995242, 916122, 1082185, 834484, 995866, 1048441, 947326, 1058997, 866211, 860975, 874149, 866227, 847789, 897671, 849843, 1029743, 865303, 878996, 831628, 1092264, 5569471, 981165, 12132279, 908531, 1056933, 902167, 993339, 917760, 1080841, 904360]"
1321,"[9527350, 1106523, 930917, 1107661, 883404, 869622, 892008, 915041, 1133018, 1043095, 923746, 1131974, 1075470, 1096036, 981591, 1016800, 8205218, 840361, 968146, 1082947, 1040346, 850614, 994928, 981760, 6944571, 893018, 1113588, 1127831, 1055863, 955012]"
1325,"[903325, 961554, 1098844, 861272, 916482, 845208, 1081177, 1041259, 832001, 1051516, 1057365, 957013, 909714, 845715, 1082185, 913671, 13008412, 999104, 837270, 8203757, 900586, 9553397, 965842, 1098066, 1071939, 886703, 870871, 938849, 954077, 1039081]"
1326,"[1029743, 1038217, 6534178, 899624, 6533765, 981760, 1002558, 1082185, 995242, 908531, 9575582, 1044078, 883404, 833025, 1031864, 1056509, 1081177, 873964, 1029624, 1098066, 1050131, 983584, 962229, 1062966, 1056212, 1132771, 5585510, 8090532, 1040371, 868764]"
1328,"[951590, 844165, 923746, 1088835, 1029743, 1096036, 1082185, 1132770, 898980, 1132771, 859075, 995242, 875089, 922561, 1111839, 931532, 963676, 999779, 866211, 1043590, 912681, 1006184, 1062425, 910032, 6534178, 986912, 1004906, 6533765, 1081177, 962118]"
1329,"[954642, 1008032, 962229, 995785, 1110843, 890695, 844179, 908531, 1082770, 951590, 9526628, 1024306, 993638, 1027569, 5569374, 824073, 9553042, 1082185, 1060005, 862349, 12810391, 1004436, 1120361, 12262778, 1098248, 12301109, 1057260, 1033142, 841220, 853221]"
1330,"[902167, 1133018, 856252, 5569230, 849202, 910032, 1106523, 819978, 987562, 859075, 6534178, 6633167, 1016800, 1131438, 916122, 880888, 1044078, 826249, 1098066, 1042907, 1053690, 1096343, 1071377, 1066069, 1040807, 1112766, 1056509, 1080414, 962950, 947761]"
1331,"[1029743, 995242, 1031316, 908531, 1041796, 890610, 1048373, 1011300, 1029252, 7442007, 1031083, 849843, 959345, 1124520, 1110572, 1068292, 1068719, 822524, 963686, 1075175, 1115335, 1070272, 1132911, 1102416, 963971, 986648, 822407, 970202, 1007195, 826249]"
1332,"[1082185, 1088835, 874736, 10284931, 997309, 912287, 5566884, 1112205, 834484, 995242, 1081189, 860776, 996028, 908846, 903325, 1128240, 1120741, 902292, 954110, 991223, 1041259, 1116821, 961554, 13071902, 951412, 1031892, 938366, 1118393, 1007195, 927498]"
1333,"[1126899, 888586, 1082185, 1115175, 1029688, 1128016, 1043064, 1053988, 908531, 6034857, 1096036, 13008065, 838369, 936924, 1069003, 951590, 1088634, 9858662, 843756, 1027569, 861272, 1077430, 1071554, 929668, 842126, 1004950, 821730, 978913, 5995603, 890719]"
1334,"[883404, 879755, 844165, 1085604, 1001148, 916381, 833025, 911215, 1081177, 896974, 969945, 1107553, 1012873, 1080414, 1037894, 1096036, 5592931, 6944571, 925514, 1109805, 8090519, 844759, 1110042, 918733, 1132770, 860776, 907631, 918368, 9526411, 904360]"
1335,"[836286, 970119, 10456180, 835973, 1010681, 862349, 861272, 8358383, 1129174, 12257705, 5569471, 1078011, 821562, 995242, 13158992, 1105623, 961554, 866871, 1098248, 1082185, 995965, 901062, 834484, 891520, 930118, 970030, 9296847, 1062002, 863506, 991435]"
1336,"[979707, 833025, 985427, 973861, 883404, 995242, 981760, 916122, 823758, 1096036, 908531, 911812, 859075, 847982, 838487, 1070214, 926905, 1081177, 893018, 823704, 918368, 1101173, 912902, 1138443, 844179, 9527160, 1033142, 827180, 883003, 866755]"
1337,"[1082185, 962229, 6534178, 995242, 923670, 1029743, 5569230, 9527158, 981760, 952317, 983584, 923746, 908531, 994928, 826249, 1098066, 1080414, 1053690, 913202, 987237, 914318, 862349, 1055863, 1086795, 1139827, 878775, 828219, 1097544, 989069, 904360]"
1338,"[955043, 874736, 1133018, 1106523, 839849, 994928, 842392, 989985, 1092026, 1111839, 844165, 996425, 16809471, 870980, 857849, 882441, 6534178, 868764, 984677, 896369, 1095329, 1096036, 1044078, 908940, 1015247, 1038217, 1103105, 5565322, 931532, 892008]"
1340,"[990251, 995242, 6773215, 849843, 1024032, 8160319, 853095, 1116476, 874736, 1004436, 1081177, 1069348, 862349, 1058997, 999858, 9802730, 835279, 6602327, 951412, 1033142, 12301109, 821083, 1112387, 916122, 896085, 861706, 1122568, 866528, 1085696, 5591490]"
1342,"[6534178, 978974, 1130452, 1046816, 986912, 1102845, 1129709, 1071336, 990284, 5572276, 975633, 1005902, 1024306, 13115937, 936914, 916654, 201704, 898363, 34873, 13115749, 43871, 117847, 51716, 397896, 279994, 480014, 707683, 420647, 202291, 545926]"
1346,"[866211, 5569993, 5569309, 5574377, 1055863, 1127831, 903738, 860299, 1108894, 6534178, 1135983, 1118393, 5568758, 1081177, 1082185, 8358065, 866227, 1046262, 916122, 1070538, 1021164, 834484, 828935, 1058997, 1075707, 10356272, 1006184, 1082212, 1027569, 844818]"
1347,"[957232, 849202, 1029743, 1031864, 1037840, 1107553, 820612, 1037894, 6534178, 925626, 860776, 951590, 1089766, 9396664, 6533889, 951703, 825618, 984680, 15596094, 1051093, 844179, 12731808, 861445, 825317, 982469, 955399, 9189814, 5592888, 1126895, 826249]"
